# TESS Program G08062

Title: Discovery And Occurrence Rates Of Disintegrating Minor Planets Transiting White Dwarfs

PI: Soares-Furtado, Melinda - University Of Wisconsin-Madison

Type: SMALL

Summary: Many white dwarfs have been found to have their surfaces "polluted" by remnant rocky bodies from their progenitors' planetary systems. These polluted white dwarfs are our best observational probe of exoplanet interior chemical compositions, which they can reveal with exquisite sensitivity. However, without a good understanding of the origins of white dwarf pollution, it is impossible to fully leverage the information about chemical compositions from the pollution on their surfaces. Observations by Kepler and TESS have begun illuminating the origins and process by which white dwarf pollution takes place by identifying transiting disintegrating minor planets on their way to polluting white dwarfs. Here for TESS Cycle 7, we propose the largest search to date to search for transiting debris ar
610205343,17.5593,-18.0829,18.62,G08062;G08002
610205672,16.1025,-18.7566,18.94,G08062;G08002
610205925,16.2213,-18.3315,17.25,G08002;G08062
610207544,16.6344,-17.7906,18.05,G08002;G08062
610207908,17.0322,-17.3846,18.75,G08062;G08002
610208204,18.4482,-17.9931,18.17,G08002;G08062
610208955,17.91,-17.5433,19.27,G08062
610209168,18.3357,-17.2464,19.01,G08062
610209777,19.4663,-16.9912,17.8,G08062;G08002
610210690,17.8444,-17.1928,18.43,G08062;G08002
610212022,18.4059,-16.6027,18.69,G08002;G08062
610212967,18.3092,-16.0289,17.41,G08002;G08062
610216281,14.8533,-16.981,18.51,G08002;G08062
610217352,15.3811,-16.4861,18.56,G08002;G08062
610217353,15.3794,-16.4858,18.63,G08002;G08062
610217435,15.8727,-16.4128,17.82,G08002;G08062
610218129,15.7466,-16.0782,18.77,G08002;G08062
610218612,16.9286,-16.569,18.58,G08002;G08062
610218888,17.041,-16.3126,17.27,G08002;G08062
610219692,17.5644,-16.0958,17.89,G08062;G08002
610221166,16.0285,-15.9616,18.68,G08062;G08002
610221862,15.9164,-15.4948,18.27,G08002;G08062
610222065,16.3901,-15.2911,19.17,G08062
610332841,14.0394,-16.5547,17.74,G08062;G08002
610333911,14.147,-15.8067,17.51,G08002;G08062
610335412,13.6892,-16.0402,18.93,G08002;G08062
610337553,13.9454,-15.0814,17.4,G08002;G08062;20SECONDTARGET
610339668,16.2951,-14.8746,18.96,G08002;G08062
610339910,16.2363,-14.5351,19.02,G08062
610339921,16.1646,-14.5218,18.86,G08002;G08062
610340906,14.6863,-15.0245,18.89,G08002;G08062
610341120,14.5934,-14.6459,19.26,G08062
610341386,15.2051,-14.4442,17.78,G08002;G08062
610341708,14.6396,-14.4782,17.91,G08002;G08062
610342580,15.5244,-14.0213,17.24,G08062;G08002
610343589,15.3255,-13.4723,18.41,G08002;G08062
610346001,13.0811,-14.5946,18.71,G08002;G08062
610561141,19.9373,-17.1473,17.55,G08002;G08062
610561839,19.371,-16.3077,18.31,G08062;G08002
610562527,19.0224,-16.1183,18.91,G08062;G08002
610563429,18.5482,-15.4857,18.96,G08002;G08062
610563472,18.9891,-15.6597,18.27,G08002;G08062
610564289,19.2121,-15.2828,19.02,G08002;G08062
610565073,18.3813,-15.569,19.02,G08062
610565693,18.6459,-15.0126,17.69,G08002;G08062
610566278,18.4403,-14.7968,17.98,G08062;G08002
610567800,18.899,-14.038,18.58,G08062;G08002
610568057,17.3193,-14.8462,18.37,G08002;G08062
610568991,17.7864,-14.1616,17.77,G08002;G08062
610569272,18.4028,-14.2849,18.54,G08002;G08062
610570482,18.0655,-13.6338,19.12,G08062
610572005,19.3088,-13.5705,17.95,G08002;G08062
610572934,18.6847,-13.1339,18.61,G08002;G08062
610573182,19.2278,-12.8509,18.78,G08062;G08002
610573547,19.5636,-12.9671,17.43,G08062;G08002
610574759,16.6943,-14.0405,19.28,G08062
610577317,16.3305,-13.6941,18.71,G08002;G08062
610578392,16.49,-12.9563,18.86,G08002;G08062
610579318,16.4557,-12.7717,17.87,G08002;G08062
610580955,17.7468,-12.6198,17.97,G08062;G08002
610582326,18.5416,-12.0169,19.17,G08062
616692538,18.1481,-24.2524,18.97,G08062;G08002
616692680,18.6772,-24.0175,19.11,G08002;G08062
616692981,18.0738,-24.0845,18.8,G08002;G08062
616695584,19.2349,-22.9174,17.83,G08002;G08062
629960995,21.1007,-19.9971,17.41,G08002;G08062
629961382,21.9052,-19.8447,19.04,G08002;G08062
629962754,20.9149,-19.6178,19.08,G08062
629964573,21.2073,-18.3823,18.31,G08002;G08062
629964582,21.1366,-18.3313,18.8,G08002;G08062
629965538,20.087,-18.053,18.95,G08002;G08062
629966832,22.0064,-18.8669,17.86,G08062;G08002
629967687,23.3684,-18.2585,19.16,G08062
629967703,23.3329,-18.1913,18.63,G08002;G08062
629968092,23.2206,-17.914,18.73,G08002;G08062
629969579,22.6711,-17.9651,18.4,G08002;G08062
629970086,22.1796,-17.7533,17.59,G08062;G08002
629970930,24.2524,-17.7969,18.04,G08002;G08062
629971435,23.4755,-17.4379,18.02,G08002;G08062;G08082
629973705,22.8475,-16.6657,18.98,G08002;G08062
629974546,23.7818,-16.3881,18.69,G08002;G08062
629975005,23.8939,-15.8654,18.98,G08002;G08062
629975343,21.4184,-17.8401,18.36,G08002;G08062
629977306,21.7732,-16.7418,19.02,G08062
629978955,21.1235,-16.4949,18.78,G08062;G08002
629979393,20.8905,-16.3992,18.9,G08002;G08062
629979514,20.5224,-16.3486,19.15,G08062
629981488,23.7449,-15.6016,17.0,G08002;G08062
629983566,22.3159,-15.4083,18.37,G08002;G08062
629984801,25.5823,-16.5649,17.64,G08062;G08002
629987698,24.665,-15.1564,18.65,G08062;G08002
629988008,25.531,-15.2225,18.44,G08002;G08062
629988418,24.661,-15.1326,17.66,G08062;G08002
629988510,25.0112,-14.8415,18.67,G08002;G08062
629993379,23.6006,-15.4047,17.36,G08002;G08062
629998489,24.8561,-14.039,18.45,G08002;G08062
629998950,25.2776,-13.4381,19.25,G08062
630000252,24.6605,-13.3886,19.01,G08062
630002018,20.0489,-16.5652,18.18,G08002;G08062
630002079,20.2472,-16.3804,18.43,G08002;G08062
630003069,20.0492,-15.4264,18.23,G08002;G08062
630005840,21.9479,-14.1578,18.81,G08062;G08002
630005927,21.6306,-14.095,17.36,G08062;G08002
630008781,20.3074,-13.3603,18.87,G08002;G08062
630008861,20.7207,-13.3778,18.17,G08002;G08062
630009105,20.7762,-13.0077,19.19,G08062
630014932,24.424,-12.5522,19.23,G08062
630015078,23.6459,-12.7927,19.0,G08002;G08062
630019626,21.531,-12.5393,17.22,G08062;G08002
630022431,20.4818,-11.8389,18.71,G08002;G08062
630024062,22.642,-11.6859,17.5,G08062;G08002
630024634,22.4036,-11.4426,18.57,G08062;G08002
630024857,22.4927,-11.3015,18.31,G08002;G08062
630024898,22.5576,-11.212,18.51,G08002;G08062
630025039,22.2857,-11.1299,17.98,G08002;G08062
630025233,23.5016,-11.1366,19.16,G08062
630071809,23.9698,-10.7071,18.64,G08002;G08062
630072823,23.6738,-9.968,16.91,G08002;G08062
632257031,21.9674,-22.8703,18.68,G08062;G08002
632257892,22.3229,-22.7248,18.97,G08002;G08062
632261024,23.6381,-21.8662,18.78,G08002;G08062
632261658,23.8665,-21.8297,18.69,G08002;G08062
632264614,21.1233,-22.0374,18.57,G08062;G08002
632267218,22.6053,-21.8821,18.46,G08062;G08002
632268537,23.1969,-21.0309,19.3,G08062
632268584,23.0579,-20.8872,18.96,G08002;G08062
632268983,23.1082,-20.7857,18.45,G08002;G08062
632269435,23.162,-20.1538,18.85,G08002;G08062
632269657,21.6828,-20.9327,18.81,G08002;G08062
632270254,21.353,-20.6153,19.11,G08062
632270464,21.7123,-20.4192,17.87,G08002;G08062
632467905,28.1856,-20.0196,18.37,G08002;G08062
632485244,25.4697,-21.175,18.35,G08002;G08062
632485463,25.3329,-20.7713,19.2,G08062
632485639,25.849,-20.9846,19.26,G08062
632485730,26.5148,-20.9163,18.89,G08062;G08002
632488340,25.3265,-19.9595,17.82,G08002;G08062
632489430,27.0492,-19.8041,18.95,G08002;G08062
632489608,27.3505,-20.0044,18.92,G08002;G08062
632491554,26.854,-19.1907,18.34,G08062;G08002
632492598,23.8619,-20.4068,18.89,G08062;G08002
632492651,23.9057,-20.4033,18.82,G08002;G08062
632494783,22.9542,-19.8156,19.26,G08062
632495459,22.7766,-19.2237,18.4,G08062;G08002
632495601,23.3229,-19.108,18.33,G08002;G08062
632495838,23.9132,-19.2174,19.19,G08062
632496702,23.917,-18.4802,18.89,G08002;G08062
632496887,25.182,-19.262,19.2,G08062
632497302,24.9807,-19.0067,18.47,G08002;G08062
632497346,25.1751,-18.8605,18.95,G08002;G08062
632497829,26.0465,-18.6054,18.79,G08002;G08062
632499823,25.394,-18.0448,18.15,G08062;G08002
632501369,27.8595,-18.947,18.12,G08062;G08002
632501370,27.8605,-18.9468,18.55,G08002;G08062
632503308,27.1333,-18.4163,17.93,G08002;G08062
632509197,26.5555,-17.9331,18.55,G08002;G08062
632509245,26.7474,-17.8649,17.98,G08002;G08062
632509596,26.3114,-17.8122,17.77,G08002;G08062
632509685,26.5931,-17.6237,19.26,G08062
632510662,27.0374,-17.2119,17.31,G08002;G08062
632512110,26.3223,-16.6573,18.79,G08002;G08062
632512343,26.7666,-16.7515,17.11,G08002;G08062
1045526,34.3353,-6.9412,17.26,G08002;G08062
25031408,30.6032,-7.2117,17.05,G08002;G08062
257459955,30.2373,-15.7691,14.92,G08002;G08062;G08082;20SECONDTARGET
289730067,36.221,-16.1743,17.21,G08002;G08062
302512634,34.6234,-14.0812,16.68,G08002;G08062;G08082
408156736,35.0441,-12.8706,19.01,G08036;G08002;G08062
629989417,27.0723,-14.9153,16.91,G08002;G08062
629990097,27.6859,-14.7373,17.49,G08002;G08062
629990309,27.7186,-14.6788,17.75,G08002;G08062
629990527,27.0707,-14.7333,18.51,G08002;G08062
629992426,27.2308,-13.9917,17.98,G08002;G08062
630028857,28.0676,-14.1088,18.68,G08062;G08002
630029125,28.3875,-13.7574,19.03,G08062
630029804,28.7106,-13.5506,18.82,G08002;G08062
630032060,28.6169,-12.6962,19.3,G08062
630036255,29.7159,-11.3943,19.28,G08062
630037497,26.5929,-12.6998,19.11,G08062
630038630,26.8337,-12.1182,18.98,G08002;G08062
630038652,26.9673,-11.9857,19.14,G08002;G08062
630038793,27.346,-11.8258,18.54,G08002;G08062
630040128,26.7416,-11.9799,18.23,G08062;G08002
630041030,27.0366,-11.1105,19.15,G08062
630042448,28.6375,-11.1456,19.11,G08062
630042564,29.2128,-11.0351,19.05,G08062
630044162,27.0914,-10.7077,18.67,G08062;G08002
630044283,27.4253,-10.5617,18.32,G08002;G08062
630044901,28.6183,-10.1407,18.44,G08002;G08062
630045750,30.7766,-11.7089,18.3,G08062;G08002
630046307,30.3256,-11.3883,17.76,G08002;G08062
630047389,31.6823,-10.7051,18.53,G08002;G08062
630047758,30.168,-11.1586,17.8,G08062;G08002
630047928,30.4958,-10.9107,16.93,G08002;G08062;20SECONDTARGET
630048489,30.1849,-10.6069,18.74,G08002;G08062
630049179,31.0286,-10.2032,18.75,G08002;G08062
630050422,32.0566,-10.1554,18.4,G08062;G08002
630050678,32.5326,-9.8255,18.78,G08002;G08062
630050971,32.7603,-9.8968,18.78,G08002;G08062
630050988,32.811,-9.8392,18.89,G08002;G08062
630052406,31.2379,-9.7343,18.7,G08002;G08062
630053288,32.6511,-8.9304,19.13,G08062
630053987,29.724,-10.4591,19.14,G08062
630055523,30.5786,-9.3088,19.16,G08062
630057648,29.9156,-8.9333,19.23,G08062
630058468,30.6241,-9.283,18.13,G08062;G08002
630059538,31.3304,-8.6522,17.55,G08002;G08062
630061001,29.8847,-8.4743,19.08,G08002;G08062
630061217,29.7938,-8.2816,18.88,G08002;G08062
630061611,31.1609,-8.147,19.27,G08062
630062030,31.1206,-7.6631,18.7,G08002;G08062
630062361,30.513,-7.699,18.48,G08062;G08002
630062451,30.873,-7.6912,18.62,G08002;G08062
630066477,25.7468,-10.3736,19.07,G08062
630066503,25.6549,-10.3331,18.16,G08002;G08062
630068324,26.4461,-9.908,17.7,G08002;G08062
630068440,27.4214,-10.1125,18.49,G08002;G08062
630068827,27.9879,-9.5617,19.24,G08062
630070038,26.1159,-9.585,18.9,G08002;G08062
630071558,26.7562,-8.7842,17.5,G08002;G08062
630071609,26.9831,-8.6179,18.75,G08062;G08002
630071619,26.7629,-8.6809,17.72,G08002;G08062
630081658,28.049,-9.084,19.18,G08062
630081677,28.558,-9.2212,17.54,G08002;G08062
630084378,27.2175,-8.5269,18.34,G08002;G08062
630086149,29.3776,-8.2294,18.36,G08062;G08002
630086968,29.5513,-7.7631,18.43,G08002;G08062
630087000,29.4404,-7.6428,19.16,G08062
630087738,30.3031,-7.2147,18.98,G08002;G08062
630168263,33.4367,-8.8187,19.3,G08062
630168986,34.8112,-8.3492,18.99,G08002;G08062
630169289,34.4562,-8.245,18.86,G08002;G08062
630169843,33.4979,-8.5906,19.08,G08062
630169949,33.5283,-8.3888,18.02,G08062;G08002;20SECONDTARGET
630170930,34.1897,-7.9299,18.82,G08002;G08062
630171546,33.946,-7.5412,18.96,G08002;G08062
630171874,35.0566,-8.1287,17.57,G08002;G08062
630172425,34.6577,-7.6873,19.11,G08062
630172523,35.1057,-7.6084,16.03,G08002;G08062
630174666,34.1279,-6.8814,17.99,G08062;G08002
630175032,35.5697,-6.7292,18.29,G08062;G08002
630177637,32.7043,-6.9694,19.18,G08062
630177925,31.6684,-7.6199,19.11,G08062
630178822,31.7186,-6.8731,18.67,G08002;G08062
630180690,33.4422,-6.62,17.22,G08002;G08062
630181081,33.5723,-6.3752,18.52,G08002;G08062
630182132,34.3496,-5.6228,18.65,G08002;G08062
630182272,33.0289,-6.4569,18.4,G08002;G08062
630182431,32.8791,-6.3485,18.21,G08002;G08062
630182744,33.0946,-5.9725,19.04,G08062
630182832,33.4083,-5.7421,19.07,G08062
630192639,35.0913,-5.5491,18.13,G08002;G08062
630201026,30.945,-7.0273,17.2,G08062;G08002
632447534,37.1186,-16.5242,18.77,G08062;G08002
632448397,38.117,-15.9735,18.57,G08002;G08062
632450879,39.5636,-15.3519,19.12,G08062
632451357,39.1049,-15.1385,18.32,G08002;G08062
632477148,29.2814,-19.7674,17.86,G08062;G08002
632480250,29.4518,-18.339,18.84,G08062;G08002
632481611,32.1607,-18.3381,18.95,G08002;G08062
632481833,31.215,-18.3986,19.0,G08002;G08062
632482421,30.0919,-18.6408,18.3,G08002;G08062
632482999,29.994,-18.0961,18.11,G08062;G08002
632483015,29.8905,-18.0469,19.14,G08062
632502739,28.5195,-17.9187,19.25,G08062
632504708,28.0772,-17.2324,18.82,G08002;G08062
632504919,29.6126,-17.8569,17.55,G08062;G08002
632505592,29.2378,-17.3446,17.64,G08062;G08002
632506450,29.8863,-17.0625,18.67,G08002;G08062
632506457,29.8263,-17.0377,18.28,G08062;G08002
632517088,27.8857,-15.2087,17.4,G08002;G08062;20SECONDTARGET
632517295,27.9048,-14.9672,19.03,G08002;G08062
632520793,33.9897,-17.6145,18.05,G08002;G08062
632521010,33.3568,-17.5997,18.23,G08002;G08062
632521095,33.3869,-17.3724,18.78,G08002;G08062
632521130,33.6773,-17.4204,18.54,G08002;G08062
632522283,35.7315,-17.2974,17.57,G08062;G08002
632522351,35.9985,-17.1011,17.65,G08062;G08002
632523622,34.0896,-17.1043,18.82,G08062;G08002
632523822,34.4651,-16.7592,18.68,G08002;G08062
632523857,34.6989,-16.6608,18.67,G08002;G08062
632524062,35.1462,-16.6906,17.9,G08062;G08002
632524458,35.6131,-16.1527,18.06,G08002;G08062
632525338,32.5831,-17.4606,19.16,G08062
632525340,32.6161,-17.43,18.66,G08002;G08062
632525932,33.3767,-17.2509,18.54,G08002;G08062
632526182,33.5765,-16.8714,18.84,G08062;G08002
632527401,31.1753,-16.9814,18.98,G08062;G08002
632528243,31.8606,-16.4931,18.91,G08002;G08062
632529467,33.9736,-15.9287,19.19,G08062
632530267,34.3618,-15.557,17.97,G08002;G08062
632530644,32.8634,-15.9526,19.09,G08062
632530872,33.1565,-15.6366,18.59,G08062;G08002
632531930,33.4357,-15.0611,19.03,G08036;G08062
632531999,33.8084,-15.0001,18.82,G08062;G08002
632532314,36.8236,-16.7101,17.46,G08002;G08062
632532857,36.0096,-16.2679,17.72,G08002;G08062
632533348,37.2663,-15.8792,17.68,G08062;G08002
632534373,36.2826,-15.766,17.93,G08002;G08062
632534558,35.595,-15.8077,18.81,G08002;G08062
632535077,36.7272,-15.5273,18.77,G08002;G08062
632535867,36.4032,-14.843,18.99,G08002;G08062
632536213,37.92,-15.184,17.73,G08002;G08062
632536442,37.6141,-15.3631,19.11,G08062
632536598,37.3214,-15.0643,17.69,G08002;G08062
632539834,35.1307,-15.5468,18.25,G08002;G08062
632539835,35.129,-15.5465,18.04,G08002;G08062
632540604,35.237,-14.8554,18.6,G08002;G08062
632541034,36.2242,-14.5691,18.87,G08002;G08062
632541222,36.3403,-14.3401,17.86,G08062;G08002
632541910,34.1494,-14.7612,18.69,G08002;G08062
632542067,34.9796,-14.3367,18.58,G08062;G08002
632542242,34.3547,-14.541,18.78,G08002;G08062
632544848,37.7292,-13.3443,19.21,G08062
632548830,31.9558,-15.6833,18.54,G08002;G08062
632550199,29.8092,-15.5808,17.22,G08002;G08062
632550712,31.1869,-15.2831,19.2,G08062
632550745,31.412,-15.1665,18.46,G08002;G08062
632551412,30.9017,-14.549,19.07,G08002;G08062
632551516,32.529,-15.3645,19.07,G08002;G08062
632551777,32.6791,-15.1089,15.95,G08002;G08062;G08082
632552585,32.9681,-14.5806,17.42,G08062;G08002
632552675,33.6111,-14.5331,18.95,G08002;G08062
632552887,32.7507,-14.5522,18.45,G08002;G08062
632552891,32.6253,-14.5508,18.2,G08002;G08062
632553279,31.652,-14.9639,19.19,G08002;G08062
632554847,32.1112,-13.7933,17.81,G08062;G08002
632555691,29.6824,-15.0406,18.07,G08002;G08062
632555922,28.9865,-15.1884,19.23,G08062
632556204,29.2577,-14.7613,19.05,G08002;G08062
632556410,30.3076,-14.7931,18.32,G08062;G08002
632557009,29.8451,-14.3666,19.03,G08062
632557148,30.2759,-14.204,16.9,G08002;G08062
632557291,30.0879,-13.9977,19.11,G08062
632558812,29.6498,-13.8203,18.96,G08002;G08062
632559922,30.6404,-14.0641,18.49,G08002;G08062
632560203,30.8791,-13.7879,18.01,G08002;G08062
632560336,30.6227,-13.5835,17.66,G08062;G08002
632561355,31.6678,-12.8735,19.07,G08062
632562881,30.5555,-12.8256,17.82,G08002;G08062
632562928,30.56,-12.7216,17.65,G08002;G08062
632563106,30.5071,-12.4535,18.02,G08062;G08002
632563290,30.7497,-12.2173,18.89,G08002;G08062
632563780,34.0162,-13.6534,19.19,G08062
632564702,34.2673,-13.4092,18.8,G08062;G08002
632565150,33.0227,-13.8091,17.97,G08002;G08062
632565455,33.5261,-13.3484,19.08,G08002;G08062
632565796,32.7121,-13.1625,18.73,G08002;G08062
632568986,35.7234,-11.5895,18.79,G08002;G08062
632569582,34.3228,-12.1173,18.93,G08002;G08062
632569878,34.5649,-11.6552,19.04,G08002;G08062
632569974,34.4332,-11.5523,17.21,G08062;G08002
632571096,32.5719,-12.8867,18.37,G08062;G08002
632572250,33.5389,-12.2009,18.23,G08062;G08002
632573582,31.5734,-11.9678,18.67,G08002;G08062
632575341,34.1522,-11.5434,18.96,G08002;G08062
632576510,34.58,-10.8885,18.75,G08002;G08062
632579543,39.57,-14.4541,18.17,G08062;G08002
632579899,39.3357,-14.0337,18.7,G08002;G08062
632581611,38.5729,-13.2257,18.11,G08002;G08062
632581909,38.5736,-12.956,18.82,G08002;G08062
632584851,38.3761,-12.2727,17.57,G08002;G08062
632586263,38.0129,-11.8112,18.57,G08002;G08062
632591069,36.6132,-11.4171,18.77,G08002;G08062
632593077,36.0726,-10.9153,18.39,G08062;G08002
632593769,36.4065,-10.6695,18.67,G08002;G08062
632594114,37.0774,-10.0727,18.56,G08002;G08062
632600440,35.7708,-9.3734,18.96,G08002;G08062
632601291,33.95,-9.7043,18.81,G08062;G08002
632601404,33.9684,-9.4221,19.12,G08062
632601522,34.6539,-9.3288,17.36,G08002;G08062
632602071,35.4895,-9.005,18.62,G08002;G08062
632602492,35.447,-8.7097,18.42,G08062;G08002
632604367,36.7572,-8.3318,18.85,G08002;G08062
632606299,36.1929,-7.8059,18.01,G08002;G08062
632606467,36.1076,-7.6524,19.21,G08062
66555802,37.6754,-14.3461,16.59,G08002;G08062
92983560,28.057,-12.206,16.67,G08002;G08062;20SECONDTARGET
241394505,24.72,-3.948,16.32,G08002;G08062
241713072,26.733,-2.7414,17.96,G08062;G08002
248961534,22.1154,-0.7538,17.01,G08062;G08002
24908875,27.0936,-5.9269,16.33,G08002;G08062;G08158
250383940,29.9138,-3.0148,17.43,G08062;G08002
250410439,30.9077,-4.9882,16.51,G08002;G08062
250413096,31.3053,-5.2956,17.39,G08062;G08002
293469589,27.2389,2.5405,16.44,G08002;G08062
293561262,28.2463,1.0038,16.52,G08002;G08062
29904349,24.6877,-6.4092,18.12,G08062;G08002
332708317,32.389,-1.6683,16.07,G08002;G08062;G08082
630080012,24.796,-8.0007,19.07,G08062
630090154,29.9113,-6.3787,18.55,G08002;G08062
630091485,26.5161,-7.7313,18.18,G08002;G08062
630094152,25.9815,-6.819,17.95,G08062;G08002
630094194,25.9354,-6.6712,18.38,G08062;G08002
630097383,28.6327,-5.8188,17.45,G08002;G08062
630097448,28.9609,-5.8021,18.75,G08002;G08062
630112291,23.8975,-7.892,18.13,G08002;G08062
630112511,24.1013,-7.6777,18.96,G08002;G08062
630113471,24.6109,-7.4615,18.34,G08002;G08062
630114089,23.9292,-7.1932,19.01,G08062
630126941,24.7742,-6.4907,18.28,G08002;G08062
630127128,25.3769,-6.3139,18.91,G08062;G08002
630127410,26.2688,-6.3132,18.47,G08002;G08062
630128086,25.602,-5.907,18.56,G08062;G08002
630128206,26.0144,-5.7975,18.95,G08002;G08062
630130396,24.793,-5.3842,17.72,G08002;G08062
630134277,26.7363,-4.438,18.19,G08002;G08062
630135816,23.4925,-5.5797,18.7,G08002;G08062
630136880,24.2791,-4.957,18.67,G08062;G08002
630136897,24.3513,-4.8815,19.16,G08062
630136984,24.4067,-4.782,18.63,G08002;G08062
630137752,23.5963,-4.8333,19.22,G08062
630138637,23.7306,-4.531,17.98,G08002;G08062
630139559,23.7621,-3.7564,19.21,G08062
630139960,25.6654,-4.2102,18.58,G08062;G08002
630140017,25.8614,-4.1281,18.13,G08002;G08062
630141810,24.5996,-3.9502,19.13,G08062
630142273,24.9785,-3.4193,18.42,G08002;G08062
630143233,25.8688,-3.0231,18.22,G08062;G08002
630155101,22.5535,-2.558,18.18,G08062;G08002
630155857,23.6009,-2.9293,19.29,G08062
630156412,24.5345,-2.5138,17.18,G08062;G08002;G08158
630156711,24.2113,-2.6448,17.35,G08062;G08002
630156886,23.9571,-2.4239,17.93,G08002;G08062
630157724,23.3986,-2.234,18.62,G08002;G08062
630157986,22.7078,-2.2464,18.69,G08002;G08062
630158232,23.2724,-1.9349,19.02,G08062
630159245,23.6981,-1.5879,18.87,G08062;G08002
630159249,23.6685,-1.5621,18.17,G08002;G08062
630159259,23.7747,-1.5033,18.97,G08002;G08062
630160508,22.1093,-2.6992,18.09,G08002;G08062
630164169,22.5188,-1.6978,19.2,G08062
630164771,23.6707,-1.1507,18.01,G08002;G08062;20SECONDTARGET
630166452,21.8492,-0.7752,18.6,G08002;G08062
630166966,22.5133,-0.5886,19.07,G08062
630167348,22.6897,-0.3363,18.83,G08002;G08062
630195548,34.4505,-4.452,19.21,G08062
630202997,31.5044,-5.741,18.76,G08062;G08002
630204049,30.4332,-5.671,18.97,G08002;G08062
630204231,30.8359,-5.8433,19.05,G08062
630204577,31.1186,-5.5196,18.86,G08002;G08062
630206320,32.1689,-4.9816,18.6,G08002;G08062
630206933,32.8454,-4.9399,18.76,G08002;G08062
630208438,31.4977,-4.375,19.09,G08062
630209443,32.2294,-3.9169,18.99,G08002;G08062
630210465,29.3902,-5.1793,18.36,G08002;G08062
630210950,30.7011,-4.8215,19.06,G08062
630211472,30.4026,-4.3688,19.1,G08062
630212486,28.8139,-4.6459,19.24,G08062
630212543,29.03,-4.5845,19.17,G08002;G08062
630212657,28.5666,-4.4465,18.56,G08002;G08062
630214867,31.601,-4.0245,19.16,G08062
630215579,31.213,-3.3872,18.0,G08062;G08002
630215670,31.6681,-3.377,18.93,G08062;G08002
630216624,29.807,-3.4324,19.18,G08002;G08062
630217611,30.8388,-2.9636,19.06,G08062
630217657,30.4319,-3.0334,17.18,G08002;G08062
630219936,34.3038,-3.4409,18.04,G08062;G08002
630220490,33.6338,-3.6597,19.29,G08062
